,HBName,CAName,Year,InjuryType,NumberofDeaths
1474,NHS Lothian,West Lothian,2015,Accidental exposure,2
1475,NHS Lothian,West Lothian,2015,Other,8
1477,NHS Lothian,West Lothian,2016,Land transport accidents,2
1478,NHS Lothian,West Lothian,2016,Poisoning,16
1479,NHS Lothian,West Lothian,2016,Falls,13
1480,NHS Lothian,West Lothian,2016,"Struck by,against",0
1481,NHS Lothian,West Lothian,2016,Crushing,0
1482,NHS Lothian,West Lothian,2016,Scalds,0
1483,NHS Lothian,West Lothian,2016,Accidental exposure,5
1484,NHS Lothian,West Lothian,2016,Other,4
1486,NHS Lothian,West Lothian,2017,Land transport accidents,4
1487,NHS Lothian,West Lothian,2017,Poisoning,14
1488,NHS Lothian,West Lothian,2017,Falls,33
1489,NHS Lothian,West Lothian,2017,"Struck by,against",0
1490,NHS Lothian,West Lothian,2017,Crushing,0
1491,NHS Lothian,West Lothian,2017,Scalds,0
1492,NHS Lothian,West Lothian,2017,Accidental exposure,1
1493,NHS Lothian,West Lothian,2017,Other,4
1495,NHS Lothian,West Lothian,2018,Land transport accidents,3
1496,NHS Lothian,West Lothian,2018,Poisoning,21
1497,NHS Lothian,West Lothian,2018,Falls,19
1498,NHS Lothian,West Lothian,2018,"Struck by,against",0
1499,NHS Lothian,West Lothian,2018,Crushing,0
1500,NHS Lothian,West Lothian,2018,Scalds,0
1501,NHS Lothian,West Lothian,2018,Accidental exposure,3
1502,NHS Lothian,West Lothian,2018,Other,5
1504,NHS Lothian,West Lothian,2019,Land transport accidents,8
1505,NHS Lothian,West Lothian,2019,Poisoning,26
1506,NHS Lothian,West Lothian,2019,Falls,24
1507,NHS Lothian,West Lothian,2019,"Struck by,against",1
1508,NHS Lothian,West Lothian,2019,Crushing,0
1509,NHS Lothian,West Lothian,2019,Scalds,0
1510,NHS Lothian,West Lothian,2019,Accidental exposure,1
1511,NHS Lothian,West Lothian,2019,Other,5
1513,NHS Lothian,West Lothian,2020,Land transport accidents,6
1514,NHS Lothian,West Lothian,2020,Poisoning,36
1515,NHS Lothian,West Lothian,2020,Falls,22
1516,NHS Lothian,West Lothian,2020,"Struck by,against",0
1517,NHS Lothian,West Lothian,2020,Crushing,0
1518,NHS Lothian,West Lothian,2020,Scalds,0
1519,NHS Lothian,West Lothian,2020,Accidental exposure,5
1520,NHS Lothian,West Lothian,2020,Other,4
1522,NHS Lothian,West Lothian,2021,Land transport accidents,0
1523,NHS Lothian,West Lothian,2021,Poisoning,33
1524,NHS Lothian,West Lothian,2021,Falls,23
1525,NHS Lothian,West Lothian,2021,"Struck by,against",0
1526,NHS Lothian,West Lothian,2021,Crushing,0
1527,NHS Lothian,West Lothian,2021,Scalds,0
1528,NHS Lothian,West Lothian,2021,Accidental exposure,7
1529,NHS Lothian,West Lothian,2021,Other,3
1531,NHS Orkney,Orkney Islands,2012,Land transport accidents,5
1532,NHS Orkney,Orkney Islands,2012,Poisoning,1
1533,NHS Orkney,Orkney Islands,2012,Falls,0
1534,NHS Orkney,Orkney Islands,2012,"Struck by,against",0
1535,NHS Orkney,Orkney Islands,2012,Crushing,0
1536,NHS Orkney,Orkney Islands,2012,Scalds,0
1537,NHS Orkney,Orkney Islands,2012,Accidental exposure,0
1538,NHS Orkney,Orkney Islands,2012,Other,1
1540,NHS Orkney,Orkney Islands,2013,Land transport accidents,3
1541,NHS Orkney,Orkney Islands,2013,Poisoning,1
1542,NHS Orkney,Orkney Islands,2013,Falls,5
1543,NHS Orkney,Orkney Islands,2013,"Struck by,against",0
1544,NHS Orkney,Orkney Islands,2013,Crushing,0
1545,NHS Orkney,Orkney Islands,2013,Scalds,0
1546,NHS Orkney,Orkney Islands,2013,Accidental exposure,1
1547,NHS Orkney,Orkney Islands,2013,Other,2
1549,NHS Orkney,Orkney Islands,2014,Land transport accidents,3
1550,NHS Orkney,Orkney Islands,2014,Poisoning,0
1551,NHS Orkney,Orkney Islands,2014,Falls,2
1552,NHS Orkney,Orkney Islands,2014,"Struck by,against",0
1553,NHS Orkney,Orkney Islands,2014,Crushing,0
1554,NHS Orkney,Orkney Islands,2014,Scalds,0
1555,NHS Orkney,Orkney Islands,2014,Accidental exposure,1
1556,NHS Orkney,Orkney Islands,2014,Other,1
1558,NHS Orkney,Orkney Islands,2015,Land transport accidents,0
1559,NHS Orkney,Orkney Islands,2015,Poisoning,2
1560,NHS Orkney,Orkney Islands,2015,Falls,4
1561,NHS Orkney,Orkney Islands,2015,"Struck by,against",0
1562,NHS Orkney,Orkney Islands,2015,Crushing,0
1563,NHS Orkney,Orkney Islands,2015,Scalds,0
1564,NHS Orkney,Orkney Islands,2015,Accidental exposure,0
1565,NHS Orkney,Orkney Islands,2015,Other,1
1567,NHS Orkney,Orkney Islands,2016,Land transport accidents,1
1568,NHS Orkney,Orkney Islands,2016,Poisoning,0
1569,NHS Orkney,Orkney Islands,2016,Falls,6
1570,NHS Orkney,Orkney Islands,2016,"Struck by,against",0
1571,NHS Orkney,Orkney Islands,2016,Crushing,0
1572,NHS Orkney,Orkney Islands,2016,Scalds,0
1573,NHS Orkney,Orkney Islands,2016,Accidental exposure,0
1574,NHS Orkney,Orkney Islands,2016,Other,2
1576,NHS Orkney,Orkney Islands,2017,Land transport accidents,1
1577,NHS Orkney,Orkney Islands,2017,Poisoning,1
1578,NHS Orkney,Orkney Islands,2017,Falls,5
1579,NHS Orkney,Orkney Islands,2017,"Struck by,against",0
1580,NHS Orkney,Orkney Islands,2017,Crushing,0
1581,NHS Orkney,Orkney Islands,2017,Scalds,0
1582,NHS Orkney,Orkney Islands,2017,Accidental exposure,0
1583,NHS Orkney,Orkney Islands,2017,Other,3
1585,NHS Orkney,Orkney Islands,2018,Land transport accidents,1
1586,NHS Orkney,Orkney Islands,2018,Poisoning,0
1587,NHS Orkney,Orkney Islands,2018,Falls,2
1588,NHS Orkney,Orkney Islands,2018,"Struck by,against",0
1589,NHS Orkney,Orkney Islands,2018,Crushing,0
1590,NHS Orkney,Orkney Islands,2018,Scalds,0
1591,NHS Orkney,Orkney Islands,2018,Accidental exposure,0
1592,NHS Orkney,Orkney Islands,2018,Other,3
1594,NHS Orkney,Orkney Islands,2019,Land transport accidents,1
1595,NHS Orkney,Orkney Islands,2019,Poisoning,1
1596,NHS Orkney,Orkney Islands,2019,Falls,4
1597,NHS Orkney,Orkney Islands,2019,"Struck by,against",0
1598,NHS Orkney,Orkney Islands,2019,Crushing,0
1599,NHS Orkney,Orkney Islands,2019,Scalds,1
1600,NHS Orkney,Orkney Islands,2019,Accidental exposure,1
1601,NHS Orkney,Orkney Islands,2019,Other,2
1603,NHS Orkney,Orkney Islands,2020,Land transport accidents,1
1604,NHS Orkney,Orkney Islands,2020,Poisoning,3
1605,NHS Orkney,Orkney Islands,2020,Falls,9
1606,NHS Orkney,Orkney Islands,2020,"Struck by,against",0
1607,NHS Orkney,Orkney Islands,2020,Crushing,0
1608,NHS Orkney,Orkney Islands,2020,Scalds,0
1609,NHS Orkney,Orkney Islands,2020,Accidental exposure,2
1610,NHS Orkney,Orkney Islands,2020,Other,2
1612,NHS Orkney,Orkney Islands,2021,Land transport accidents,2
1613,NHS Orkney,Orkney Islands,2021,Poisoning,1
1614,NHS Orkney,Orkney Islands,2021,Falls,4
1615,NHS Orkney,Orkney Islands,2021,"Struck by,against",0
1616,NHS Orkney,Orkney Islands,2021,Crushing,0
1617,NHS Orkney,Orkney Islands,2021,Scalds,0
1618,NHS Orkney,Orkney Islands,2021,Accidental exposure,0
1619,NHS Orkney,Orkney Islands,2021,Other,0
1621,NHS Shetland,Shetland Islands,2012,Land transport accidents,0
1622,NHS Shetland,Shetland Islands,2012,Poisoning,2
1623,NHS Shetland,Shetland Islands,2012,Falls,5
1624,NHS Shetland,Shetland Islands,2012,"Struck by,against",0
1625,NHS Shetland,Shetland Islands,2012,Crushing,0
1626,NHS Shetland,Shetland Islands,2012,Scalds,0
1627,NHS Shetland,Shetland Islands,2012,Accidental exposure,0
1628,NHS Shetland,Shetland Islands,2012,Other,1
1630,NHS Shetland,Shetland Islands,2013,Land transport accidents,1
1631,NHS Shetland,Shetland Islands,2013,Poisoning,0
1632,NHS Shetland,Shetland Islands,2013,Falls,3
1633,NHS Shetland,Shetland Islands,2013,"Struck by,against",0
1634,NHS Shetland,Shetland Islands,2013,Crushing,0
1635,NHS Shetland,Shetland Islands,2013,Scalds,0
1636,NHS Shetland,Shetland Islands,2013,Accidental exposure,0
1637,NHS Shetland,Shetland Islands,2013,Other,0
1639,NHS Shetland,Shetland Islands,2014,Land transport accidents,2
1640,NHS Shetland,Shetland Islands,2014,Poisoning,3
1641,NHS Shetland,Shetland Islands,2014,Falls,6
1642,NHS Shetland,Shetland Islands,2014,"Struck by,against",0
1643,NHS Shetland,Shetland Islands,2014,Crushing,0
1644,NHS Shetland,Shetland Islands,2014,Scalds,0
1645,NHS Shetland,Shetland Islands,2014,Accidental exposure,1
1646,NHS Shetland,Shetland Islands,2014,Other,3
1648,NHS Shetland,Shetland Islands,2015,Land transport accidents,3
1649,NHS Shetland,Shetland Islands,2015,Poisoning,1
1650,NHS Shetland,Shetland Islands,2015,Falls,7
1651,NHS Shetland,Shetland Islands,2015,"Struck by,against",1
1652,NHS Shetland,Shetland Islands,2015,Crushing,0
1653,NHS Shetland,Shetland Islands,2015,Scalds,0
1654,NHS Shetland,Shetland Islands,2015,Accidental exposure,1
1655,NHS Shetland,Shetland Islands,2015,Other,2
1657,NHS Shetland,Shetland Islands,2016,Land transport accidents,0
1658,NHS Shetland,Shetland Islands,2016,Poisoning,1
1659,NHS Shetland,Shetland Islands,2016,Falls,5
1660,NHS Shetland,Shetland Islands,2016,"Struck by,against",0
1661,NHS Shetland,Shetland Islands,2016,Crushing,0
1662,NHS Shetland,Shetland Islands,2016,Scalds,0
1663,NHS Shetland,Shetland Islands,2016,Accidental exposure,0
1664,NHS Shetland,Shetland Islands,2016,Other,0
1666,NHS Shetland,Shetland Islands,2017,Land transport accidents,1
1667,NHS Shetland,Shetland Islands,2017,Poisoning,3
1668,NHS Shetland,Shetland Islands,2017,Falls,4
1669,NHS Shetland,Shetland Islands,2017,"Struck by,against",0
1670,NHS Shetland,Shetland Islands,2017,Crushing,0
1671,NHS Shetland,Shetland Islands,2017,Scalds,0
1672,NHS Shetland,Shetland Islands,2017,Accidental exposure,0
1673,NHS Shetland,Shetland Islands,2017,Other,1
1675,NHS Shetland,Shetland Islands,2018,Land transport accidents,2
1676,NHS Shetland,Shetland Islands,2018,Poisoning,1
1677,NHS Shetland,Shetland Islands,2018,Falls,7
1678,NHS Shetland,Shetland Islands,2018,"Struck by,against",0
1679,NHS Shetland,Shetland Islands,2018,Crushing,0
1680,NHS Shetland,Shetland Islands,2018,Scalds,0
1681,NHS Shetland,Shetland Islands,2018,Accidental exposure,1
1682,NHS Shetland,Shetland Islands,2018,Other,0
1684,NHS Shetland,Shetland Islands,2019,Land transport accidents,1
1685,NHS Shetland,Shetland Islands,2019,Poisoning,1
1686,NHS Shetland,Shetland Islands,2019,Falls,5
1687,NHS Shetland,Shetland Islands,2019,"Struck by,against",0
1688,NHS Shetland,Shetland Islands,2019,Crushing,0
1689,NHS Shetland,Shetland Islands,2019,Scalds,0
1690,NHS Shetland,Shetland Islands,2019,Accidental exposure,0
1691,NHS Shetland,Shetland Islands,2019,Other,2
1693,NHS Shetland,Shetland Islands,2020,Land transport accidents,1
1694,NHS Shetland,Shetland Islands,2020,Poisoning,2
1695,NHS Shetland,Shetland Islands,2020,Falls,4
1696,NHS Shetland,Shetland Islands,2020,"Struck by,against",0
1697,NHS Shetland,Shetland Islands,2020,Crushing,0
1698,NHS Shetland,Shetland Islands,2020,Scalds,0
1699,NHS Shetland,Shetland Islands,2020,Accidental exposure,0
1700,NHS Shetland,Shetland Islands,2020,Other,0
1702,NHS Shetland,Shetland Islands,2021,Land transport accidents,1
1703,NHS Shetland,Shetland Islands,2021,Poisoning,3
1704,NHS Shetland,Shetland Islands,2021,Falls,7
1705,NHS Shetland,Shetland Islands,2021,"Struck by,against",0
1706,NHS Shetland,Shetland Islands,2021,Crushing,0
1707,NHS Shetland,Shetland Islands,2021,Scalds,0
1708,NHS Shetland,Shetland Islands,2021,Accidental exposure,1
1709,NHS Shetland,Shetland Islands,2021,Other,2
1711,NHS Western Isles,Na h-Eileanan Siar,2012,Land transport accidents,2
1712,NHS Western Isles,Na h-Eileanan Siar,2012,Poisoning,1
1713,NHS Western Isles,Na h-Eileanan Siar,2012,Falls,4
1714,NHS Western Isles,Na h-Eileanan Siar,2012,"Struck by,against",0
1715,NHS Western Isles,Na h-Eileanan Siar,2012,Crushing,1
1716,NHS Western Isles,Na h-Eileanan Siar,2012,Scalds,0
1717,NHS Western Isles,Na h-Eileanan Siar,2012,Accidental exposure,0
1718,NHS Western Isles,Na h-Eileanan Siar,2012,Other,3
1720,NHS Western Isles,Na h-Eileanan Siar,2013,Land transport accidents,3
1721,NHS Western Isles,Na h-Eileanan Siar,2013,Poisoning,2
1722,NHS Western Isles,Na h-Eileanan Siar,2013,Falls,8
1723,NHS Western Isles,Na h-Eileanan Siar,2013,"Struck by,against",0
1724,NHS Western Isles,Na h-Eileanan Siar,2013,Crushing,0
1725,NHS Western Isles,Na h-Eileanan Siar,2013,Scalds,0
1726,NHS Western Isles,Na h-Eileanan Siar,2013,Accidental exposure,0
1727,NHS Western Isles,Na h-Eileanan Siar,2013,Other,5
1729,NHS Western Isles,Na h-Eileanan Siar,2014,Land transport accidents,5
1730,NHS Western Isles,Na h-Eileanan Siar,2014,Poisoning,3
1731,NHS Western Isles,Na h-Eileanan Siar,2014,Falls,8
1732,NHS Western Isles,Na h-Eileanan Siar,2014,"Struck by,against",0
1733,NHS Western Isles,Na h-Eileanan Siar,2014,Crushing,0
1734,NHS Western Isles,Na h-Eileanan Siar,2014,Scalds,0
1735,NHS Western Isles,Na h-Eileanan Siar,2014,Accidental exposure,2
1736,NHS Western Isles,Na h-Eileanan Siar,2014,Other,0
1738,NHS Western Isles,Na h-Eileanan Siar,2015,Land transport accidents,1
1739,NHS Western Isles,Na h-Eileanan Siar,2015,Poisoning,3
1740,NHS Western Isles,Na h-Eileanan Siar,2015,Falls,4
1741,NHS Western Isles,Na h-Eileanan Siar,2015,"Struck by,against",0
1742,NHS Western Isles,Na h-Eileanan Siar,2015,Crushing,0
1743,NHS Western Isles,Na h-Eileanan Siar,2015,Scalds,0
1744,NHS Western Isles,Na h-Eileanan Siar,2015,Accidental exposure,0
1745,NHS Western Isles,Na h-Eileanan Siar,2015,Other,2
1747,NHS Western Isles,Na h-Eileanan Siar,2016,Land transport accidents,0
1748,NHS Western Isles,Na h-Eileanan Siar,2016,Poisoning,0
1749,NHS Western Isles,Na h-Eileanan Siar,2016,Falls,5
1750,NHS Western Isles,Na h-Eileanan Siar,2016,"Struck by,against",0
1751,NHS Western Isles,Na h-Eileanan Siar,2016,Crushing,0
1752,NHS Western Isles,Na h-Eileanan Siar,2016,Scalds,0
1753,NHS Western Isles,Na h-Eileanan Siar,2016,Accidental exposure,1
1754,NHS Western Isles,Na h-Eileanan Siar,2016,Other,1
1756,NHS Western Isles,Na h-Eileanan Siar,2017,Land transport accidents,0
1757,NHS Western Isles,Na h-Eileanan Siar,2017,Poisoning,1
1758,NHS Western Isles,Na h-Eileanan Siar,2017,Falls,6
1759,NHS Western Isles,Na h-Eileanan Siar,2017,"Struck by,against",0
1760,NHS Western Isles,Na h-Eileanan Siar,2017,Crushing,0
1761,NHS Western Isles,Na h-Eileanan Siar,2017,Scalds,0
1762,NHS Western Isles,Na h-Eileanan Siar,2017,Accidental exposure,1
1763,NHS Western Isles,Na h-Eileanan Siar,2017,Other,10
1765,NHS Western Isles,Na h-Eileanan Siar,2018,Land transport accidents,0
1766,NHS Western Isles,Na h-Eileanan Siar,2018,Poisoning,2
1767,NHS Western Isles,Na h-Eileanan Siar,2018,Falls,3
1768,NHS Western Isles,Na h-Eileanan Siar,2018,"Struck by,against",0
1769,NHS Western Isles,Na h-Eileanan Siar,2018,Crushing,0
1770,NHS Western Isles,Na h-Eileanan Siar,2018,Scalds,0
1771,NHS Western Isles,Na h-Eileanan Siar,2018,Accidental exposure,1
1772,NHS Western Isles,Na h-Eileanan Siar,2018,Other,1
1774,NHS Western Isles,Na h-Eileanan Siar,2019,Land transport accidents,3
1775,NHS Western Isles,Na h-Eileanan Siar,2019,Poisoning,0
1776,NHS Western Isles,Na h-Eileanan Siar,2019,Falls,9
1777,NHS Western Isles,Na h-Eileanan Siar,2019,"Struck by,against",0
1778,NHS Western Isles,Na h-Eileanan Siar,2019,Crushing,0
1779,NHS Western Isles,Na h-Eileanan Siar,2019,Scalds,0
1780,NHS Western Isles,Na h-Eileanan Siar,2019,Accidental exposure,0
1781,NHS Western Isles,Na h-Eileanan Siar,2019,Other,4
1783,NHS Western Isles,Na h-Eileanan Siar,2020,Land transport accidents,1
1784,NHS Western Isles,Na h-Eileanan Siar,2020,Poisoning,2
1785,NHS Western Isles,Na h-Eileanan Siar,2020,Falls,11
1786,NHS Western Isles,Na h-Eileanan Siar,2020,"Struck by,against",0
1787,NHS Western Isles,Na h-Eileanan Siar,2020,Crushing,0
1788,NHS Western Isles,Na h-Eileanan Siar,2020,Scalds,0
1789,NHS Western Isles,Na h-Eileanan Siar,2020,Accidental exposure,0
1790,NHS Western Isles,Na h-Eileanan Siar,2020,Other,0
1792,NHS Western Isles,Na h-Eileanan Siar,2021,Land transport accidents,1
1793,NHS Western Isles,Na h-Eileanan Siar,2021,Poisoning,1
1794,NHS Western Isles,Na h-Eileanan Siar,2021,Falls,2
1795,NHS Western Isles,Na h-Eileanan Siar,2021,"Struck by,against",0
1796,NHS Western Isles,Na h-Eileanan Siar,2021,Crushing,0
1797,NHS Western Isles,Na h-Eileanan Siar,2021,Scalds,0
1798,NHS Western Isles,Na h-Eileanan Siar,2021,Accidental exposure,2
1799,NHS Western Isles,Na h-Eileanan Siar,2021,Other,1
1801,NHS Fife,Fife,2012,Land transport accidents,10
1802,NHS Fife,Fife,2012,Poisoning,15
1803,NHS Fife,Fife,2012,Falls,45
1804,NHS Fife,Fife,2012,"Struck by,against",0
1805,NHS Fife,Fife,2012,Crushing,0
1806,NHS Fife,Fife,2012,Scalds,0
1807,NHS Fife,Fife,2012,Accidental exposure,2
1808,NHS Fife,Fife,2012,Other,3
1810,NHS Fife,Fife,2013,Land transport accidents,11
1811,NHS Fife,Fife,2013,Poisoning,20
1812,NHS Fife,Fife,2013,Falls,40
1813,NHS Fife,Fife,2013,"Struck by,against",0
1814,NHS Fife,Fife,2013,Crushing,0
1815,NHS Fife,Fife,2013,Scalds,0
1816,NHS Fife,Fife,2013,Accidental exposure,3
1817,NHS Fife,Fife,2013,Other,9
1819,NHS Fife,Fife,2014,Land transport accidents,13
1820,NHS Fife,Fife,2014,Poisoning,33
1821,NHS Fife,Fife,2014,Falls,46
1822,NHS Fife,Fife,2014,"Struck by,against",1
1823,NHS Fife,Fife,2014,Crushing,0
1824,NHS Fife,Fife,2014,Scalds,0
1825,NHS Fife,Fife,2014,Accidental exposure,3
1826,NHS Fife,Fife,2014,Other,11
1828,NHS Fife,Fife,2015,Land transport accidents,16
1829,NHS Fife,Fife,2015,Poisoning,36
1830,NHS Fife,Fife,2015,Falls,59
1831,NHS Fife,Fife,2015,"Struck by,against",0
1832,NHS Fife,Fife,2015,Crushing,0
1833,NHS Fife,Fife,2015,Scalds,0
1834,NHS Fife,Fife,2015,Accidental exposure,3
1835,NHS Fife,Fife,2015,Other,17
1837,NHS Fife,Fife,2016,Land transport accidents,10
1838,NHS Fife,Fife,2016,Poisoning,48
1839,NHS Fife,Fife,2016,Falls,54
1840,NHS Fife,Fife,2016,"Struck by,against",0
1841,NHS Fife,Fife,2016,Crushing,0
1842,NHS Fife,Fife,2016,Scalds,0
1843,NHS Fife,Fife,2016,Accidental exposure,8
1844,NHS Fife,Fife,2016,Other,10
1846,NHS Fife,Fife,2017,Land transport accidents,11
1847,NHS Fife,Fife,2017,Poisoning,69
1848,NHS Fife,Fife,2017,Falls,62
1849,NHS Fife,Fife,2017,"Struck by,against",0
1850,NHS Fife,Fife,2017,Crushing,0
1851,NHS Fife,Fife,2017,Scalds,0
1852,NHS Fife,Fife,2017,Accidental exposure,9
1853,NHS Fife,Fife,2017,Other,10
1855,NHS Fife,Fife,2018,Land transport accidents,11
1856,NHS Fife,Fife,2018,Poisoning,61
1857,NHS Fife,Fife,2018,Falls,69
1858,NHS Fife,Fife,2018,"Struck by,against",0
1859,NHS Fife,Fife,2018,Crushing,0
1860,NHS Fife,Fife,2018,Scalds,0
1861,NHS Fife,Fife,2018,Accidental exposure,8
1862,NHS Fife,Fife,2018,Other,8
1864,NHS Fife,Fife,2019,Land transport accidents,18
1865,NHS Fife,Fife,2019,Poisoning,78
1866,NHS Fife,Fife,2019,Falls,76
1867,NHS Fife,Fife,2019,"Struck by,against",0
1868,NHS Fife,Fife,2019,Crushing,0
1869,NHS Fife,Fife,2019,Scalds,0
1870,NHS Fife,Fife,2019,Accidental exposure,3
1871,NHS Fife,Fife,2019,Other,10
1873,NHS Fife,Fife,2020,Land transport accidents,11
1874,NHS Fife,Fife,2020,Poisoning,71
1875,NHS Fife,Fife,2020,Falls,53
1876,NHS Fife,Fife,2020,"Struck by,against",0
1877,NHS Fife,Fife,2020,Crushing,0
1878,NHS Fife,Fife,2020,Scalds,0
1879,NHS Fife,Fife,2020,Accidental exposure,10
1880,NHS Fife,Fife,2020,Other,13
1882,NHS Fife,Fife,2021,Land transport accidents,4
1883,NHS Fife,Fife,2021,Poisoning,74
1884,NHS Fife,Fife,2021,Falls,57
1885,NHS Fife,Fife,2021,"Struck by,against",0
1886,NHS Fife,Fife,2021,Crushing,0
1887,NHS Fife,Fife,2021,Scalds,0
1888,NHS Fife,Fife,2021,Accidental exposure,9
1889,NHS Fife,Fife,2021,Other,15
1891,NHS Tayside,Angus,2012,Land transport accidents,8
1892,NHS Tayside,Angus,2012,Poisoning,7
1893,NHS Tayside,Angus,2012,Falls,15
1894,NHS Tayside,Angus,2012,"Struck by,against",0
1895,NHS Tayside,Angus,2012,Crushing,0
1896,NHS Tayside,Angus,2012,Scalds,0
1897,NHS Tayside,Angus,2012,Accidental exposure,0
1898,NHS Tayside,Angus,2012,Other,1
1900,NHS Tayside,Angus,2013,Land transport accidents,3
1901,NHS Tayside,Angus,2013,Poisoning,8
1902,NHS Tayside,Angus,2013,Falls,14
1903,NHS Tayside,Angus,2013,"Struck by,against",1
1904,NHS Tayside,Angus,2013,Crushing,0
1905,NHS Tayside,Angus,2013,Scalds,0
1906,NHS Tayside,Angus,2013,Accidental exposure,0
1907,NHS Tayside,Angus,2013,Other,2
1909,NHS Tayside,Angus,2014,Land transport accidents,2
1910,NHS Tayside,Angus,2014,Poisoning,8
1911,NHS Tayside,Angus,2014,Falls,15
1912,NHS Tayside,Angus,2014,"Struck by,against",0
1913,NHS Tayside,Angus,2014,Crushing,0
1914,NHS Tayside,Angus,2014,Scalds,0
